SentenceID,Sentence,SentimentID,
643,"MIDDLE HEAD: Yes, do us all a favor!",1,
644,LEFT HEAD: What?,5,
645,RIGHT HEAD: Yapping on all the time.,2,
646,MIDDLE HEAD: You're lucky.,3,
647,You're not next to him.,2,
648,LEFT HEAD: What do you mean?,5,
649,MIDDLE HEAD: You snore!,2,
650,"LEFT HEAD: Oh, I don't.",1,
651,"Anyway, you've got bad breath.",1,
652,"MIDDLE HEAD: Well, it's only because you don't brush my teeth.",2,
653,"RIGHT HEAD: Oh, stop bitching and let's go have tea.",1,
654,"LEFT HEAD: Oh, all right.",6,
655,"All right, all right.",6,
656,We'll kill him first and then have tea and biscuits.,1,
657,MIDDLE HEAD: Yes.,7,
658,"RIGHT HEAD: Oh, not biscuits.",1,
659,"LEFT HEAD: All right, all right, not biscuits, but let's kill him anyway.",1,
660,ALL HEADS: Right!,6,
661,MIDDLE HEAD: He buggered off.,4,
662,RIGHT HEAD: So he has.,4,
663,He's scarpered.,2,
664,"MINSTREL: [singing] Brave Sir Robin ran away,",3,
665,ROBIN: No!,1,
666,"MINSTREL: [singing] Bravely ran away, away.",3,
667,ROBIN: I didn't!,1,
668,"MINSTREL: [singing] When danger reared its ugly head, he bravely turned his tail and fled.",3,
669,ROBIN: No!,1,
670,"MINSTREL: [singing] Yes, brave Sir Robin turned about",3,
671,ROBIN: I didn't!,1,
672,"MINSTREL: [singing] And gallantly, he chickened out.",3,
673,"Bravely taking to his feet,",3,
674,ROBIN: I never did!,1,
675,MINSTREL: [singing],0,
676,"He beat a very brave retreat,",2,
677,ROBIN: All lies!,1,
678,"MINSTREL: [singing] Bravest of the brave, Sir Robin.",3,
679,ROBIN: I never!,1,
680,"CARTOON MONKS: [chanting] Pie Iesu domine, dona eis requiem.",0,
681,CARTOON CHARACTER: Heh heh heeh ooh...,0,
682,"CARTOON MONKS: [chanting] Pie Iesu domine,...",0,
683,CARTOON CHARACTERS: Wayy!,0,
684,"Ho ho. Woa, wayy!",0,
685,Heh heh heh heh ho! Heh heh heh!,0,
686,CARTOON MONKS: [chanting] ...dona eis requiem.,0,
687,CARTOON CHARACTER: Wayy!,0,
688,Wayy!,0,
689,"VOICE: [whispering] Forgive me, for I have sinned.",6,
690,CARTOON CHARACTER: Oh! Oooo.,0,
691,SCENE 10: The Oral Sects or Sir Gallahad Faces Peril Valiantly,0,
692,NARRATOR:The Tale of Sir Galahad.,0,
693,GALAHAD: Open the door! Open the door!,4,
694,"GALAHAD:In the name of King Arthur, open the door!",4,
695,GIRLS: Hello!,6,
696,"ZOOT: Welcome, gentle Sir Knight.",6,
697,Welcome to the Castle Anthrax.,6,
698,GALAHAD: The Castle Anthrax?,5,
699,"ZOOT: Yes. Oh, it's not a very good name, is it?",5,
700,"Oh, but we are nice and we will attend to your every, every need!",7,
701,GALAHAD: You are the keepers of the Holy Grail?,5,
702,ZOOT: The what?,5,
703,"GALAHAD: The Grail, it is here.",4,
704,"ZOOT: Oh, but you are tired and you must rest awhile.",6,
705,Midget!,4,
706,Crapper!,4,
707,"MIDGET and CRAPPER: Yes, O Zoot?",5,
708,ZOOT: Prepare a bed for our guest.,6,
709,"MIDGET and CRAPPER: Oh, thank you!",7,
710,Thank you!,7,
711,Thank you!,7,
712,Thank you!,7,
713,Thank you!,7,
714,Thank you!...,7,
715,ZOOT: Away!,2,
716,"Away, varletesses.",2,
717,"The beds here are warm and soft and very, very big.",7,
718,"GALAHAD: Well, look, I-- I, uh--",4,
719,"ZOOT: What is your name, handsome knight?",5,
720,GALAHAD: 'Sir Galahad... the Chaste'.,4,
721,ZOOT: Mine is 'Zoot'.,4,
722,Just 'Zoot'.,4,
723,"Oh, but come.",4,
724,"GALAHAD: Look, please!",4,
725,"In God's name, show me the Grail!",4,
726,"ZOOT: Oh, you have suffered much.",2,
727,You are delirious.,1,
728,"GALAHAD: No, look. I have seen it!",4,
729,It is here in this--,4,
730,ZOOT: Sir Galahad!,4,
731,You would not be so ungallant as to refuse our hospitality.,2,
732,"GALAHAD: Well, I-- I, uh--",4,
733,"ZOOT: Oh, I am afraid our life must seem very dull and quiet compared to yours.",2,
734,"We are but eight score young blondes and brunettes, all between sixteen and nineteen-and-a-half, cut off in this castle with no one to protect us.",2,
735,Oooh.,8,
736,"It is a lonely life: bathing, dressing, undressing, knitting exciting underwear.",2,
737,We are just not used to handsome knights.,2,
738,"Nay, Nay.",1,
739,"Come, Come.",4,
740,You may lie here.,6,
741,"Oh, but you are wounded!",2,
742,"GALAHAD: No, no.",1,
743,It's-- it's nothing.,1,
744,"ZOOT: Oh, you must see the doctors immediately!",4,
745,"No, no, please!",1,
746,Lie down.,4,
747,"PIGLET: Well, what seems to be the trouble?",5,
748,GALAHAD: They're doctors?!,5,
749,"ZOOT: Uh, they... have a basic medical training, yes.",6,
750,GALAHAD: B-- but--,4,
751,"ZOOT: Oh, come. Come. You must try to rest.",6,
752,Doctor Piglet!,4,
753,Doctor Winston!,4,
754,Practise your art.,4,
755,WINSTON: Try to relax.,6,
756,GALAHAD: Are you sure that's absolutely necessary?,5,
757,PIGLET: We must examine you.,4,
758,GALAHAD: There's nothing wrong with that!,1,
759,PIGLET: Please.,4,
760,We are doctors.,4,
761,GALAHAD: Look!,4,
762,This cannot be.,1,
763,I am sworn to chastity.,4,
764,PIGLET: Back to your bed! At once!,2,
765,GALAHAD: Torment me no longer. I have seen the Grail!,1,
766,PIGLET: There's no grail here.,1,
767,GALAHAD: I have seen it!,6,
768,I have seen it!,6,
769,I have seen--,6,
770,GIRLS: Hello.,7,
771,GALAHAD: Oh.,8,
772,GIRLS: Hello.,7,
773,Hello.,7,
774,Hello.,7,
775,Hello.,7,
776,Hello.,7,
777,Hello.,7,
778,Hello.,7,
779,Hello.,7,
780,Hello.,7,
781,Hello.,7,
782,Hello.,7,
783,Hello.,7,
784,Hello.,7,
785,Hello.,7,
786,Hello.,7,
787,Hello.,7,
788,Hello.,7,
789,Hello.,7,
790,Hello.,7,
791,Hello.,7,
792,Hello.,7,
793,Hello.,7,
794,Hello.,7,
795,GALAHAD: Zoot!,8,
796,"DINGO: No, I am Zoot's identical twin sister, Dingo.",2,
797,"GALAHAD: Oh, well, excuse me, I--",4,
798,DINGO: Where are you going?,5,
799,GALAHAD: I seek the Grail!,6,
800,"I have seen it, here in this castle!",6,
801,"DINGO: Oh, no. Oh, no!",1,
802,"Bad, bad Zoot!",1,
803,"GALAHAD: Well, what is it?",5,
804,"DINGO: Oh, wicked, bad, naughty Zoot!",1,
805,"She has been setting alight to our beacon, which, I have just remembered, is grail-shaped.",2,
806,It's not the first time we've had this problem.,2,
807,GALAHAD: It's not the real Grail?,5,
808,"DINGO: Oh, wicked, bad, naughty, evil Zoot!",1,
809,She is a bad person and must pay the penalty!,1,
810,Do you think this scene should have been cut?,3,
811,"We were so worried when the boys were writing it, but now, we're glad.",3,
812,"It's better than some of the previous scenes, I think.",3,
813,LEFT HEAD: At least ours was better visually.,3,
814,"DENNIS: Well, at least ours was committed.",3,
815,It wasn't just a string of pussy jokes.,3,
816,OLD MAN: Get on with it.,2,
817,"TIM THE ENCHANTER: Yes, get on with it!",2,
818,"ARMY OF KNIGHTS: Yes, get on with it!",2,
819,"DINGO: Oh, I am enjoying this scene.",7,
820,GOD: Get on with it!,2,
821,DINGO: [sigh],0,
822,"Oh, wicked, wicked Zoot.",1,
823,"Oh, she is a naughty person and she must pay the penalty,",1,
824,"and here in Castle Anthrax, we have but one punishment for setting alight the grail-shaped beacon:",1,
825,you must tie her down on a bed and spank her.,1,
826,GIRLS: A spanking!,8,
827,A spanking!,8,
828,"DINGO: You must spank her well, and after you have spanked her, you may deal with her as you like,",1,
829,"and then, spank me.",1,
830,AMAZING: And spank me.,4,
831,STUNNER: And me.,4,
832,LOVELY: And me.,4,
833,DINGO: Yes.,7,
834,"Yes, you must give us all a good spanking!",7,
835,GIRLS: A spanking!,4,
836,A spanking!,4,
837,There is going to be a spanking tonight!,6,
838,"DINGO: And after the spanking, the oral sex.",6,
839,GIRLS: The oral sex!,6,
840,The oral sex!,6,
841,"GALAHAD: Well, I could stay a bit longer.",6,
842,LANCELOT: Sir Galahad!,4,
843,"GALAHAD: Oh, hello.",7,
844,LANCELOT: Quick!,4,
845,GALAHAD: What?,5,
846,LANCELOT: Quick!,4,
847,GALAHAD: Why?,5,
848,LANCELOT: You are in great peril!,1,
849,"DINGO: No, he isn't.",1,
850,"LANCELOT: Silence, foul temptress!",1,
851,"GALAHAD: You know, she's got a point.",6,
852,LANCELOT: Come on!,4,
853,We will cover your escape!,2,
854,"GALAHAD: Look, I'm fine!",6,
855,LANCELOT: Come on!,4,
856,GIRLS: Sir Galahad!,4,
857,GALAHAD: No.,1,
858,"Look, I can tackle this lot single-handed!",2,
859,DINGO: Yes!,7,
860,Let him tackle us single-handed!,7,
861,GIRLS: Yes!,7,
862,Let him tackle us single-handed!,7,
863,"LANCELOT: No, Sir Galahad. Come on!",1,
864,GALAHAD: No!,1,
865,Really!,8,
866,"Honestly, I can cope.",6,
867,I can handle this lot easily.,6,
868,"DINGO: Oh, yes.",7,
869,Let him handle us easily.,7,
870,GIRLS: Yes.,7,
871,Let him handle us easily.,7,
872,LANCELOT: No.,1,
873,Quick!,4,
874,Quick!,4,
875,GALAHAD: Please!,2,
876,I can defeat them!,6,
877,There's only a hundred-and-fifty of them!,3,
878,DINGO: Yes!,7,
879,"Yes, he will beat us easily!",2,
880,We haven't a chance.,2,
881,GIRLS: We haven't a chance.,2,
882,He will beat us easily...,2,
883,"DINGO: Oh, shit.",1,
884,LANCELOT: We were in the nick of time.,7,
885,You were in great peril.,1,
886,GALAHAD: I don't think I was.,2,
887,"LANCELOT: Yes, you were.",7,
888,You were in terrible peril.,1,
889,"GALAHAD: Look, let me go back in there and face the peril.",2,
890,"LANCELOT: No, it's too perilous.",1,
891,"GALAHAD: Look, it's my duty as a knight to sample as much peril as I can.",3,
892,"LANCELOT: No, we've got to find the Holy Grail.",1,
893,Come on!,4,
894,"GALAHAD: Oh, let me have just a little bit of peril?",6,
895,LANCELOT: No.,1,
896,It's unhealthy.,1,
897,GALAHAD: I bet you're gay.,3,
898,"LANCELOT: No, I'm not.",1,
899,"NARRATOR: Sir Lancelot had saved Sir Galahad from almost certain temptation, but they were still no nearer the Grail.",0,
900,"Meanwhile, King Arthur and Sir Bedevere, not more than a swallow's flight away, had discovered something.",6,
901,"Oh, that's an unladen swallow's flight, obviously.",6,
902,"I mean, they were more than two laden swallows' flights away--",6,
903,"four, really, if they had a coconut on a line between them.",6,
904,"I mean, if the birds were walking and dragging--",6,
905,CROWD: Get on with it!,2,
906,"NARRATOR: Oh, anyway.",0,
907,"On to scene twenty-four, which is a smashing scene with some lovely acting, in which Arthur discovers a vital clue,",0,
908,"and in which there aren't any swallows, although I think you can hear a starling-- oooh!",0,
909,SCENE 11: A Rather Silly Old Man Directs Arthur to an Enchanter,0,
910,"OLD MAN: Heh, hee ha ha hee hee!",8,
911,Hee hee hee ha ha ha...,8,
912,"ARTHUR: And this enchanter of whom you speak, he has seen the Grail?",5,
913,OLD MAN: ...Ha ha ha ha!,8,
914,"Heh, hee ha ha hee!",8,
915,Ha hee ha!,8,
916,Ha ha ha ha...,8,
917,ARTHUR: Where does he live?,5,
918,OLD MAN: ...Heh heh heh heh...,8,
919,"ARTHUR: Old man, where does he live?",5,
920,OLD MAN: ...Hee ha ha ha.,8,
921,"He knows of a cave, a cave which no man has entered.",4,
922,ARTHUR: And the Grail?,5,
923,The Grail is there?,5,
924,"OLD MAN: There is much danger, for beyond the cave lies the Gorge of Eternal Peril, which no man has ever crossed.",1,
925,ARTHUR: But the Grail!,8,
926,Where is the Grail?!,5,
927,OLD MAN: Seek you the Bridge of Death.,4,
928,"ARTHUR: The Bridge of Death, which leads to the Grail?",5,
929,"OLD MAN: Heh, hee hee hee hee!",8,
930,Ha ha ha ha ha! Hee ha ha...,8,
931,SCENE 12: Knights With A Repetitive Tendency to Repetively Say Ni Repetively,0,
932,HEAD KNIGHT OF NI: Ni!,1,
933,KNIGHTS OF NI: Ni!,1,
934,Ni!,1,
935,Ni!,1,
936,Ni!,1,
937,Ni!,1,
938,ARTHUR: Who are you?,5,
939,HEAD KNIGHT: We are the Knights Who Say... 'Ni'!,4,
940,RANDOM: Ni!,1,
941,ARTHUR: No!,1,
942,Not the Knights Who Say 'Ni'!,1,
943,HEAD KNIGHT: The same!,4,
944,BEDEVERE: Who are they?,5,
945,"HEAD KNIGHT: We are the keepers of the sacred words: 'Ni', 'Peng', and 'Neee-wom'!",4,
946,RANDOM: Neee-wom!,4,
947,ARTHUR: Those who hear them seldom live to tell the tale.,1,
948,HEAD KNIGHT: The Knights Who Say 'Ni' demand a sacrifice.,2,
949,"ARTHUR: Knights of Ni, we are but simple travellers who seek the enchanter who lives beyond these woods.",2,
950,HEAD KNIGHT: Ni!,1,
951,KNIGHTS OF NI: Ni!,1,
952,Ni!,1,
953,Ni!,1,
954,Ni!,1,
955,Ni!...,1,
956,ARTHUR: Ow!,8,
957,Ow!,8,
958,Ow!,8,
959,Agh!,8,
960,HEAD KNIGHT: We shall say 'ni' again to you if you do not appease us.,1,
961,"ARTHUR: Well, what is it you want?",5,
962,HEAD KNIGHT: We want... a shrubbery!,6,
963,ARTHUR: A what?,5,
964,KNIGHTS OF NI: Ni!,1,
965,Ni!,1,
966,Ni!,1,
967,Ni!,1,
968,ARTHUR and PARTY: Ow!,8,
969,Oh!,8,
970,ARTHUR: Please!,6,
971,Please!,6,
972,No more!,2,
973,We will find you a shrubbery.,6,
974,"HEAD KNIGHT: You must return here with a shrubbery, or else, you will never pass through this wood... alive.",1,
975,"ARTHUR: O Knights of Ni, you are just and fair, and we will return with a shrubbery.",6,
976,HEAD KNIGHT: One that looks nice.,6,
977,ARTHUR: Of course.,6,
978,HEAD KNIGHT: And not too expensive.,6,
979,ARTHUR: Yes.,7,
980,HEAD KNIGHT: Now... go!,4,
981,CARTOON CHARACTER: Hmm hmm--,0,
982,Oh! Great Scott! Hm. Hmm.,0,
983,Hm! Hmm.,0,
984,Ohh!,0,
985,"SUN: Ay, up! Thsss.",0,
986,"Ayy, up!",8,
987,Thsss.,0,
988,"Ayy, up!",8,
989,CARTOON CHARACTER: Stop that!,1,
990,Stop that!,1,
991,"SUN: Ay, up!",8,
992,CARTOON CHARACTER: Stop that!,1,
993,Look on!,1,
994,Clear off!,1,
995,Go on!,1,
996,Go away!,1,
997,Go away!,1,
998,Go away!,1,
999,And you!,1,
1000,Clear off!,1,
1001,SUN: [mumble mumble mumble],0,
1002,CARTOON CHARACTER: Hah.,8,
1003,Bloody weather.,1,
1004,SCENE 13: Swamps Suck Castles,0,
1005,NARRATOR: The Tale of Sir Lancelot.,0,
1006,"FATHER: One day, lad, all this will be yours!",7,
1007,"PRINCE HERBERT: What, the curtains?",3,
1008,FATHER: No.,1,
1009,"Not the curtains, lad.",2,
1010,"All that you can see, stretched out over the hills and valleys of this land!",6,
1011,"This'll be your kingdom, lad.",6,
1012,HERBERT: But Mother--,2,
1013,"FATHER: Father, lad.",4,
1014,Father.,4,
1015,"HERBERT: B-- b-- but Father, I don't want any of that.",1,
1016,"FATHER: Listen, lad.",4,
1017,I built this kingdom up from nothing.,2,
1018,"When I started here, all there was was swamp. Other kings said I was daft to build a castle on a swamp, but I built it all the same, just to show 'em.",1,
1019,It sank into the swamp.,1,
1020,"So, I built a second one.",4,
1021,That sank into the swamp.,1,
1022,"So, I built a third one.",4,
1023,"That burned down, fell over, then sank into the swamp, but the fourth one... stayed up!",1,
1024,"And that's what you're gonna get, lad: the strongest castle in these islands.",6,
1025,HERBERT: But I don't want any of that. I'd rather--,2,
1026,FATHER: Rather what?!,5,
1027,HERBERT: I'd rather...,4,
1028,...just... sing!,6,
1029,FATHER: Stop that!,1,
1030,Stop that!,1,
1031,You're not going into a song while I'm here.,2,
1032,"Now listen, lad.",4,
1033,"In twenty minutes, you're getting married to a girl whose father owns the biggest tracts of open land in Britain.",6,
1034,HERBERT: B-- but I don't want land.,2,
1035,"FATHER: Listen, Alice,--",4,
1036,HERBERT: Herbert.,4,
1037,FATHER: 'Erbert.,4,
1038,We live in a bloody swamp.,1,
1039,We need all the land we can get.,1,
1040,HERBERT: But-- but I don't like her.,1,
1041,FATHER: Don't like her?!,1,
1042,What's wrong with her?!,5,
1043,She's beautiful.,7,
1044,She's rich.,7,
1045,She's got huge... tracts o' land!,6,
1046,"HERBERT: I know, but I want the-- the girl that I marry to have... [music] ...a certain,... special... something!",6,
1047,FATHER: Cut that out!,1,
1048,Cut that out!,1,
1049,"Look, you're marrying Princess Lucky, so you'd better get used to the idea! [smack]",1,
1050,Guards! Make sure the Prince doesn't leave this room until I come and get him.,2,
1051,GUARD #1: Not to leave the room even if you come and get him.,3,
1052,GUARD #2: Hic!,8,
1053,"FATHER: No, no.",1,
1054,Until I come and get him.,4,
1055,"GUARD #1: Until you come and get him, we're not to enter the room.",2,
1056,"FATHER: No, no, no.",1,
1057,You stay in the room and make sure he doesn't leave.,4,
1058,GUARD #1: And you'll come and get him.,4,
1059,GUARD #2: Hic!,8,
1060,FATHER: Right.,6,
1061,GUARD #1: We don't need to do anything apart from just stop him entering the room.,2,
1062,"FATHER: No, no leaving the room.",2,
1063,GUARD #1: Leaving the room.,2,
1064,Yes. [sniff],7,
1065,FATHER: All right?,5,
1066,GUARD #1: Right.,4,
1067,GUARD #2: Hic!,8,
1068,FATHER: Right.,4,
1069,"GUARD #1: Oh, if-- if-- if, uhh-- if-- if-- w-- ehh-- i-- if-- if we--",4,
1070,FATHER: Yes?,5,
1071,What is it?,5,
1072,"GUARD #1: Oh, i-- if-- i-- oh--",4,
1073,"FATHER: Look, it's quite simple.",4,
1074,GUARD #1: Uh...,4,
1075,FATHER: You just stay here and make sure 'e doesn't leave the room.,2,
1076,All right?,5,
1077,GUARD #2: Hic!,8,
1078,FATHER: Right.,4,
1079,"GUARD #1: Oh, I remember.",6,
1080,"Uhh, can he leave the room with us?",6,
1081,"FATHER: N-- no, no.",1,
1082,"No, you just keep him in here and make sure he--",1,
1083,"GUARD #1: Oh, yes.",7,
1084,"We'll keep him in here, obviously, but if he had to leave and we were with him--",7,
1085,"FATHER: No, no, no, no.",1,
1086,Just keep him in here--,2,
1087,GUARD #1: Until you or anyone else--,4,
1088,"FATHER: No, not anyone else.",1,
1089,Just me.,4,
1090,GUARD #1: Just you.,4,
1091,GUARD #2: Hic!,8,
1092,FATHER: Get back.,4,
1093,GUARD #1: Get back.,4,
1094,FATHER: All right?,5,
1095,GUARD #1: Right.,4,
1096,We'll stay here until you get back.,6,
1097,GUARD #2: Hic!,8,
1098,"FATHER: And, uh, make sure he doesn't leave.",2,
1099,GUARD #1: What?,5,
1100,FATHER: Make sure 'e doesn't leave.,2,
1101,GUARD #1: The Prince?,5,
1102,FATHER: Yes. Make sure 'e doesn't leave.,2,
1103,"GUARD #1: Oh, yes, of course.",6,
1104,GUARD #2: Hic!,8,
1105,GUARD #1: Ah. I thought you meant him.,2,
1106,"You know, it seemed a bit daft me havin' to guard him when he's a guard.",2,
1107,FATHER: Is that clear?,5,
1108,GUARD #2: Hic!,8,
1109,"GUARD #1: Oh, quite clear.",6,
1110,No problems.,6,
1111,FATHER: Right.,4,
1112,Where are you going?,5,
1113,GUARD #1: We're coming with you.,4,
1114,"FATHER: No, no. I want you to stay here and make sure 'e doesn't leave.",2,
1115,"GUARD #1: Oh, I see.",4,
1116,Right.,4,
1117,HERBERT: But Father!,8,
1118,"FATHER: Shut your noise, you!",1,
1119,And get that suit on! [music],1,
1120,And no singing!,1,
1121,GUARD #2: Hic!,8,
1122,"FATHER: Oh, go and get a glass of water. [clank]",2,
1123,SCENE 14: Concorde Takes One For the Gipper,0,
1124,"LANCELOT: Well taken, Concorde!",7,
1125,"CONCORDE: Thank you, sir! Most kind.",7,
1126,LANCELOT: And again!,6,
1127,Over we go!,6,
1128,Good.,6,
1129,Steady!,4,
1130,"And now, the big one!",6,
1131,"Uuh! Come on, Concorde! [thwonk]",4,
1132,"CONCORDE: Message for you, sir. [fwump]",4,
1133,LANCELOT: Concorde!,4,
1134,Concorde!,4,
1135,Speak to me!,4,
1136,"'To whoever finds this note: I have been imprisoned by my father, who wishes me to marry against my will.",2,
1137,"Please, please, please come and rescue me.",4,
1138,I am in the Tall Tower of Swamp Castle.',4,
1139,At last!,8,
1140,A call!,8,
1141,A cry of distress!,8,
1142,This could be the sign that leads us to the Holy Grail!,6,
1143,"Brave, brave Concorde, you shall not have died in vain!",2,
1144,"CONCORDE: Uh, I'm-- I'm not quite dead, sir.",6,
1145,"LANCELOT: Well, you shall not have been mortally wounded in vain!",3,
1146,"CONCORDE: I-- I-- I think I c-- I could pull through, sir.",7,
1147,"LANCELOT: Oh, I see.",4,
1148,"CONCORDE: Actually, I think I'm all right to come with you, sir--",6,
1149,"LANCELOT: No, no, sweet Concorde!",1,
1150,Stay here!,4,
1151,I will send help as soon as I have accomplished a daring and heroic rescue in my own particular...,7,
1152,"CONCORDE: Idiom, sir?",5,
1153,LANCELOT: Idiom!,8,
1154,"CONCORDE: No, I feel fine, actually, sir.",7,
1155,"LANCELOT: Farewell, sweet Concorde!",7,
1156,"CONCORDE: I'll, um-- I'll just stay here, then.",6,
1157,"Shall I, sir?",5,
1158,Yeah.,7,
1159,SCENE 15: Lancelot Saves a Beautiful and Melodious errr Prince?,0,
1160,PRINCESS LUCKY and GIRLS: [giggling],0,
1161,GUEST: 'Morning!,8,
1162,SENTRY #1: 'Morning.,8,
1163,SENTRY #2: Oooh.,8,
1164,SENTRY #1: [ptoo] [drum roll],0,
1165,LANCELOT: Ha ha! Hiyya!,8,
1166,SENTRY #2: Hey!,8,
1167,"LANCELOT: Hiyya!, Ha!, etc.",8,
1168,PRINCESS LUCKY and GIRLS: [giggling],0,
1169,LANCELOT: Ha ha! Huy!,8,
1170,GUESTS: Uuh! Aaah!,8,
1171,LANCELOT: Ha ha!,8,
1172,And take this!,8,
1173,Aah!,8,
1174,Hiyah!,8,
1175,Aah!,8,
1176,Aaah!,8,
1177,Hyy!,8,
1178,Hya!,8,
1179,Hiyya!,8,
1180,Ha!...,8,
1181,"GUARD #1: Now, you're not allowed to enter the room-- aaugh!",2,
1182,"LANCELOT: O fair one, behold your humble servant, Sir Lancelot of Camelot.",6,
1183,I have come to take y--,6,
1184,"Oh, I'm terribly sorry.",2,
1185,HERBERT: You got my note!,7,
1186,"LANCELOT: Uh, well, I-- I got, uh, a note.",2,
1187,HERBERT: You've come to rescue me!,7,
1188,"LANCELOT: Uh, well, no.",2,
1189,"You see, I hadn't--",2,
1190,HERBERT: I knew someone would.,6,
1191,I knew that somewhere out there...,6,
1192,"LANCELOT: Well, I--",2,
1193,HERBERT: ...there must be... someone...,6,
1194,FATHER: Stop that!,1,
1195,Stop that!,1,
1196,Stop it!,1,
1197,Stop it!,1,
1198,Who are you?,5,
1199,HERBERT: I'm your son!,4,
1200,"FATHER: No, not you.",2,
1201,"LANCELOT: Uh, I am Sir Lancelot, sir.",4,
1202,"HERBERT: He's come to rescue me, Father.",6,
1203,"LANCELOT: Well, let's not jump to conclusions.",3,
1204,FATHER: Did you kill all those guards?,5,
1205,"LANCELOT: Uh... Oh, yes. Sorry.",2,
1206,FATHER: They cost fifty pounds each!,4,
1207,"LANCELOT: Well, I'm awfully sorry.",2,
1208,"Um, I really can explain everything.",2,
1209,"HERBERT: Don't be afraid of him, Sir Lancelot.",6,
1210,I've got a rope all ready.,6,
1211,FATHER: You killed eight wedding guests in all!,1,
1212,"LANCELOT: Well, uh, you see, the thing is, I thought your son was a lady.",2,
1213,FATHER: I can understand that.,3,
1214,"HERBERT: Hurry, Sir Lancelot!",8,
1215,Hurry!,8,
1216,FATHER: Shut up!,1,
1217,"You only killed the bride's father, that's all!",3,
1218,"LANCELOT: Well, I really didn't mean to...",2,
1219,FATHER: Didn't mean to?!,3,
1220,You put your sword right through his head!,3,
1221,"LANCELOT: Oh, dear.",2,
1222,Is he all right?,5,
1223,FATHER: You even kicked the bride in the chest!,2,
1224,This is going to cost me a fortune!,2,
1225,"LANCELOT: Well, I can explain.",2,
1226,"I was in the forest, um, riding north from Camelot, when I got this note, you see--",4,
1227,FATHER: Camelot?,5,
1228,"Are you from, uh, Camelot?",5,
1229,"HERBERT: Hurry, Sir Lancelot!",8,
1230,"LANCELOT: Uh, I am a Knight of King Arthur, sir.",4,
1231,"FATHER: Very nice castle, Camelot.",7,
1232,"Uh, very good pig country.",6,
1233,LANCELOT: Is it?,5,
1234,HERBERT: Hurry!,8,
1235,I'm ready!,8,
1236,"FATHER: Would you, uh, like to come and have a drink?",5,
1237,"LANCELOT: Well, that-- that's, uh, awfully nice of you,...",6,
1238,HERBERT: I am ready!,8,
1239,"LANCELOT: ...um, I mean to be so understanding. [thonk]",6,
1240,"Um,...",4,
1241,HERBERT: Oooh!,8,
1242,"LANCELOT: ...I'm afraid when I'm in this idiom, I sometimes get a bit, uh, sort of carried away.",2,
1243,"FATHER: Oh, don't worry about that.",6,
1244,HERBERT: Oooh! [splat],8,
1245,SCENE 16: You Can't Stop a... errrr Prince?... From Singing,0,
1246,GUESTS: [crying],0,
1247,"FATHER: Well, this is the main hall.",4,
1248,"We're going to have all this knocked through and made into one big, uh, living room.",4,
1249,GUEST: There he is!,8,
1250,"FATHER: Oh, bloody hell. [exciting music]",2,
1251,LANCELOT: Ha ha ha! Hey!,8,
1252,Ha ha!,8,
1253,FATHER: Hold it!,8,
1254,Stop it!,8,
1255,Hold it!,8,
1256,Hold it!,8,
1257,Hold it!,8,
1258,Hold it!,8,
1259,Hold it!,8,
1260,Please!,8,
1261,"LANCELOT: Sorry, sorry.",2,
1262,You see what I mean?,5,
1263,I just get carried away.,4,
1264,I'm really most awfully sorry.,2,
1265,Sorry!,2,
1266,"Sorry, everyone.",2,
1267,GUEST #1: He's killed the best man!,1,
1268,GUESTS: [yelling],0,
1269,FATHER: Hold it!,8,
1270,Hold it!,8,
1271,Please!,8,
1272,Hold it!,8,
1273,"This is Sir Lancelot from the Court of Camelot, a very brave and influential knight, and my special guest here today.",6,
1274,LANCELOT: Hello.,6,
1275,GUEST: He killed my auntie!,1,
1276,GUESTS: [yelling],0,
1277,FATHER: Please!,8,
1278,Please!,8,
1279,This is supposed to be a happy occasion!,6,
1280,Let's not bicker and argue about who killed who.,2,
1281,We are here today to witness the union of two young people in the joyful bond of the holy wedlock.,6,
1282,"Unfortunately, one of them, my son Herbert, has just fallen to his death.",1,
1283,GUESTS: Oh!,8,
1284,"Oh, no!",8,
1285,"FATHER: But I don't want to think I've not lost a son, so much as... gained a daughter! [clap clap clap]",6,
1286,"For, since the tragic death of her father--",6,
1287,GUEST #2: He's not quite dead!,6,
1288,FATHER: Since the near fatal wounding of her father--,3,
1289,GUEST #2: He's getting better!,6,
1290,"FATHER: For, since her own father, who, when he seemed about to recover, suddenly felt the icy hand of death upon him.",2,
1291,BRIDE'S FATHER: Uugh!,8,
1292,"GUEST #2: Oh, he's died!",2,
1293,"FATHER: And I want his only daughter to look upon me as her old dad, in a very real and legally binding sense. [clap clap clap]",6,
1294,"And I feel sure that the merger-- er, the union between the Princess and the brave, but dangerous, Sir Lancelot of Camelot--",2,
1295,LANCELOT: What?,5,
1296,GUEST #2: Look!,8,
1297,The dead Prince!,8,
1298,GUESTS: Oooh!,8,
1299,The dead Prince!,8,
1300,CONCORDE: He's not quite dead.,6,
1301,"HERBERT: No, I feel much better.",6,
1302,"FATHER: You fell out of the Tall Tower, you creep!",2,
1303,"HERBERT: No, I was saved at the last minute.",6,
1304,FATHER: How?!,5,
1305,"HERBERT: Well, I'll tell you. [music]",4,
1306,FATHER: Not like that!,2,
