PhraseID,SentenceID,Sentence
235,235,"['[', ""'BLACK"", 'KNIGHT', ':', 'Aaaagh', '!', ""'"", ']']"
236,236,"['[', ""'"", '[', 'King', 'Arthur', 'music', ']', ""'"", ']']"
237,237,"['[', ""'"", '[', 'music', 'stops', ']', ""'"", ']']"
238,238,"['[', ""'BLACK"", 'KNIGHT', ':', 'Aaagh', '!', ""'"", ']']"
239,239,"['[', ""'GREEN"", 'KNIGHT', ':', 'Ooh', '!', ""'"", ']']"
240,240,"['[', ""'"", '[', 'King', 'Arthur', 'music', ']', ""'"", ']']"
241,241,"['[', ""'"", '[', 'music', 'stops', ']', ""'"", ']']"
242,242,"['[', ""'"", '[', 'stab', ']', ""'"", ']']"
243,243,"['[', ""'BLACK"", 'KNIGHT', ':', 'Aagh', '!', ""'"", ']']"
244,244,"['[', ""'GREEN"", 'KNIGHT', ':', 'Oh', '!', ""'"", ']']"
245,245,"['[', ""'"", '[', 'King', 'Arthur', 'music', ']', ""'"", ']']"
246,246,"['[', ""'Ooh"", '!', ""'"", ']']"
247,247,"['[', ""'Uuh"", '.', ""'"", ']']"
248,248,"['[', ""'"", '[', 'music', 'stops', ']', ""'"", ']']"
249,249,"['[', ""'BLACK"", 'KNIGHT', ':', 'Aaaagh', '!', ""'"", ']']"
250,250,"['[', ""'"", '[', 'clang', ']', ""'"", ']']"
251,251,"['[', ""'BLACK"", 'KNIGHT', 'and', 'GREEN', 'KNIGHT', ':', 'Agh', '!', ',', 'oh', '!', ',', 'etc', '.', ""'"", ']']"
252,252,"['[', ""'GREEN"", 'KNIGHT', ':', 'Aaaaaah', '!', ""'"", ']']"
253,253,"['[', ""'Aaaaaaaaah"", '!', ""'"", ']']"
254,254,"['[', ""'"", '[', 'woosh', ']', ""'"", ']']"
255,255,"['[', ""'"", '[', 'BLACK', 'KNIGHT', 'kills', 'GREEN', 'KNIGHT', ']', ""'"", ']']"
256,256,"['[', ""'"", '[', 'thud', ']', ""'"", ']']"
257,257,"['[', ""'"", '[', 'scrape', ']', ""'"", ']']"
258,258,"['[', ""'BLACK"", 'KNIGHT', ':', 'Umm', '!', ""'"", ']']"
259,259,"['[', ""'"", '[', 'clop', 'clop', 'clop', ']', ""'"", ']']"
260,260,"['[', ""'ARTHUR"", ':', 'You', 'fight', 'with', 'the', 'strength', 'of', 'many', 'men', ',', 'Sir', 'Knight', '.', ""'"", ']']"
261,261,"['[', ""'"", '[', 'pause', ']', ""'"", ']']"
262,262,"['[', ""'"", 'I', 'am', 'Arthur', ',', 'King', 'of', 'the', 'Britons', '.', ""'"", ']']"
263,263,"['[', ""'"", '[', 'pause', ']', ""'"", ']']"
264,264,"['[', ""'"", 'I', 'seek', 'the', 'finest', 'and', 'the', 'bravest', 'knights', 'in', 'the', 'land', 'to', 'join', 'me', 'in', 'my', 'court', 'at', 'Camelot', '.', ""'"", ']']"
265,265,"['[', ""'"", '[', 'pause', ']', ""'"", ']']"
266,266,"['[', ""'You"", 'have', 'proved', 'yourself', 'worthy', '.', ""'"", ']']"
267,267,"['[', ""'Will"", 'you', 'join', 'me', '?', ""'"", ']']"
268,268,"['[', ""'"", '[', 'pause', ']', ""'"", ']']"
269,269,"['[', ""'You"", 'make', 'me', 'sad', '.', ""'"", ']']"
270,270,"['[', ""'So"", 'be', 'it', '.', ""'"", ']']"
271,271,"['[', ""'Come"", ',', 'Patsy', '.', ""'"", ']']"
272,272,"['[', ""'BLACK"", 'KNIGHT', ':', 'None', 'shall', 'pass', '.', ""'"", ']']"
273,273,"['[', ""'ARTHUR"", ':', 'What', '?', ""'"", ']']"
274,274,"['[', ""'BLACK"", 'KNIGHT', ':', 'None', 'shall', 'pass', '.', ""'"", ']']"
275,275,"['[', ""'ARTHUR"", ':', 'I', 'have', 'no', 'quarrel', 'with', 'you', ',', 'good', 'Sir', 'Knight', ',', 'but', 'I', 'must', 'cross', 'this', 'bridge', '.', ""'"", ']']"
276,276,"['[', ""'BLACK"", 'KNIGHT', ':', 'Then', 'you', 'shall', 'die', '.', ""'"", ']']"
277,277,"['[', ""'ARTHUR"", ':', 'I', 'command', 'you', ',', 'as', 'King', 'of', 'the', 'Britons', ',', 'to', 'stand', 'aside', '!', ""'"", ']']"
278,278,"['[', ""'BLACK"", 'KNIGHT', ':', 'I', 'move', 'for', 'no', 'man', '.', ""'"", ']']"
279,279,"['[', ""'ARTHUR"", ':', 'So', 'be', 'it', '!', ""'"", ']']"
280,280,"['[', ""'ARTHUR"", 'and', 'BLACK', 'KNIGHT', ':', 'Aaah', '!', ',', 'hiyaah', '!', ',', 'etc', '.', ""'"", ']']"
281,281,"['[', '``', '[', 'ARTHUR', 'chops', 'the', 'BLACK', 'KNIGHT', ""'s"", 'left', 'arm', 'off', ']', ""''"", ']']"
282,282,"['[', ""'ARTHUR"", ':', 'Now', 'stand', 'aside', ',', 'worthy', 'adversary', '.', ""'"", ']']"
283,283,"['[', '``', 'BLACK', 'KNIGHT', ':', ""'T"", 'is', 'but', 'a', 'scratch', '.', ""''"", ']']"
284,284,"['[', ""'ARTHUR"", ':', 'A', 'scratch', '?', ""'"", ']']"
285,285,"['[', '``', 'Your', 'arm', ""'s"", 'off', '!', ""''"", ']']"
286,286,"['[', '``', 'BLACK', 'KNIGHT', ':', 'No', ',', 'it', 'is', ""n't"", '.', ""''"", ']']"
287,287,"['[', '``', 'ARTHUR', ':', 'Well', ',', 'what', ""'s"", 'that', ',', 'then', '?', ""''"", ']']"
288,288,"['[', '``', 'BLACK', 'KNIGHT', ':', 'I', ""'ve"", 'had', 'worse', '.', ""''"", ']']"
289,289,"['[', ""'ARTHUR"", ':', 'You', 'liar', '!', ""'"", ']']"
290,290,"['[', ""'BLACK"", 'KNIGHT', ':', 'Come', 'on', ',', 'you', 'pansy', '!', ""'"", ']']"
291,291,"['[', ""'"", '[', 'clang', ']', ""'"", ']']"
292,292,"['[', ""'Huyah"", '!', ""'"", ']']"
293,293,"['[', ""'"", '[', 'clang', ']', ""'"", ']']"
294,294,"['[', ""'Hiyaah"", '!', ""'"", ']']"
295,295,"['[', ""'"", '[', 'clang', ']', ""'"", ']']"
296,296,"['[', ""'Aaaaaaaah"", '!', ""'"", ']']"
297,297,"['[', '``', '[', 'ARTHUR', 'chops', 'the', 'BLACK', 'KNIGHT', ""'s"", 'right', 'arm', 'off', ']', ""''"", ']']"
298,298,"['[', ""'ARTHUR"", ':', 'Victory', 'is', 'mine', '!', ""'"", ']']"
299,299,"['[', ""'"", '[', 'kneeling', ']', ""'"", ']']"
300,300,"['[', ""'We"", 'thank', 'Thee', 'Lord', ',', 'that', 'in', 'Thy', 'mer', '--', ""'"", ']']"
301,301,"['[', ""'BLACK"", 'KNIGHT', ':', 'Hah', '!', ""'"", ']']"
302,302,"['[', ""'"", '[', 'kick', ']', ""'"", ']']"
303,303,"['[', ""'Come"", 'on', ',', 'then', '.', ""'"", ']']"
304,304,"['[', ""'ARTHUR"", ':', 'What', '?', ""'"", ']']"
305,305,"['[', ""'BLACK"", 'KNIGHT', ':', 'Have', 'at', 'you', '!', ""'"", ']']"
306,306,"['[', ""'"", '[', 'kick', ']', ""'"", ']']"
307,307,"['[', ""'ARTHUR"", ':', 'Eh', '.', ""'"", ',', ""'You"", 'are', 'indeed', 'brave', ',', 'Sir', 'Knight', ',', 'but', 'the', 'fight', 'is', 'mine', '.', ""'"", ']']"
308,308,"['[', ""'BLACK"", 'KNIGHT', ':', 'Oh', ',', 'had', 'enough', ',', 'eh', '?', ""'"", ']']"
309,309,"['[', ""'ARTHUR"", ':', 'Look', ',', 'you', 'stupid', 'bastard', '.', ""'"", ']']"
310,310,"['[', '``', 'You', ""'ve"", 'got', 'no', 'arms', 'left', '.', ""''"", ']']"
311,311,"['[', ""'BLACK"", 'KNIGHT', ':', 'Yes', ',', 'I', 'have', '.', ""'"", ']']"
312,312,"['[', ""'ARTHUR"", ':', 'Look', '!', ""'"", ']']"
313,313,"['[', ""'BLACK"", 'KNIGHT', ':', 'Just', 'a', 'flesh', 'wound', '.', ""'"", ']']"
314,314,"['[', ""'"", '[', 'kick', ']', ""'"", ']']"
315,315,"['[', ""'ARTHUR"", ':', 'Look', ',', 'stop', 'that', '.', ""'"", ']']"
316,316,"['[', ""'BLACK"", 'KNIGHT', ':', 'Chicken', '!', ""'"", ']']"
317,317,"['[', ""'"", '[', 'kick', ']', ""'"", ']']"
318,318,"['[', ""'Chickennn"", '!', ""'"", ']']"
319,319,"['[', '``', 'ARTHUR', ':', 'Look', ',', 'I', ""'ll"", 'have', 'your', 'leg', '.', ""''"", ']']"
320,320,"['[', ""'"", '[', 'kick', ']', ""'"", ']']"
321,321,"['[', ""'Right"", '!', ""'"", ']']"
322,322,"['[', ""'"", '[', 'whop', ']', ""'"", ']']"
323,323,"['[', '``', '[', 'ARTHUR', 'chops', 'the', 'BLACK', 'KNIGHT', ""'s"", 'right', 'leg', 'off', ']', ""''"", ']']"
324,324,"['[', '``', 'BLACK', 'KNIGHT', ':', 'Right', ',', 'I', ""'ll"", 'do', 'you', 'for', 'that', '!', ""''"", ']']"
325,325,"['[', '``', 'ARTHUR', ':', 'You', ""'ll"", 'what', '?', ""''"", ']']"
326,326,"['[', ""'BLACK"", 'KNIGHT', ':', 'Come', 'here', '!', ""'"", ']']"
327,327,"['[', ""'ARTHUR"", ':', 'What', 'are', 'you', 'going', 'to', 'do', ',', 'bleed', 'on', 'me', '?', ""'"", ']']"
328,328,"['[', '``', 'BLACK', 'KNIGHT', ':', 'I', ""'m"", 'invincible', '!', ""''"", ']']"
329,329,"['[', '``', 'ARTHUR', ':', 'You', ""'re"", 'a', 'looney', '.', ""''"", ']']"
330,330,"['[', ""'BLACK"", 'KNIGHT', ':', 'The', 'Black', 'Knight', 'always', 'triumphs', '!', ""'"", ']']"
331,331,"['[', ""'Have"", 'at', 'you', '!', ""'"", ']']"
332,332,"['[', ""'Come"", 'on', ',', 'then', '.', ""'"", ']']"
333,333,"['[', ""'"", '[', 'whop', ']', ""'"", ']']"
334,334,"['[', '``', '[', 'ARTHUR', 'chops', 'the', 'BLACK', 'KNIGHT', ""'s"", 'last', 'leg', 'off', ']', ""''"", ']']"
335,335,"['[', ""'BLACK"", 'KNIGHT', ':', 'Oh', '?', ""'"", ',', '``', 'All', 'right', ',', 'we', ""'ll"", 'call', 'it', 'a', 'draw', '.', ""''"", ']']"
336,336,"['[', ""'ARTHUR"", ':', 'Come', ',', 'Patsy', '.', ""'"", ']']"
337,337,"['[', ""'BLACK"", 'KNIGHT', ':', 'Oh', '.', ""'"", ',', ""'Oh"", ',', 'I', 'see', '.', ""'"", ',', ""'Running"", 'away', ',', 'eh', '?', ""'"", ']']"
338,338,"['[', ""'You"", 'yellow', 'bastards', '!', ""'"", ',', '``', 'Come', 'back', 'here', 'and', 'take', 'what', ""'s"", 'coming', 'to', 'you', '.', ""''"", ']']"
339,339,"['[', '``', 'I', ""'ll"", 'bite', 'your', 'legs', 'off', '!', ""''"", ']']"
340,340,"['[', ']']"
341,341,"['[', ""'SCENE"", '5', ':', 'Witches', 'and', 'How', 'To', 'Build', 'Bridges', 'Out', 'of', 'Them', ""'"", ']']"
342,342,"['[', ""'MONKS"", ':', '[', 'chanting', ']', 'Pie', 'Iesu', 'domine', ',', 'dona', 'eis', 'requiem', '.', ""'"", ']']"
343,343,"['[', ""'"", '[', 'bonk', ']', ""'"", ']']"
344,344,"['[', ""'Pie"", 'Iesu', 'domine', ',', '...', ""'"", ']']"
345,345,"['[', ""'"", '[', 'bonk', ']', ""'"", ']']"
346,346,"['[', ""'"", '...', 'dona', 'eis', 'requiem', '.', ""'"", ']']"
347,347,"['[', ""'"", '[', 'bonk', ']', ""'"", ']']"
348,348,"['[', ""'Pie"", 'Iesu', 'domine', ',', '...', ""'"", ']']"
349,349,"['[', ""'"", '[', 'bonk', ']', ""'"", ']']"
350,350,"['[', ""'"", '...', 'dona', 'eis', 'requiem', '.', ""'"", ']']"
351,351,"['[', ""'CROWD"", ':', 'A', 'witch', '!', ""'"", ',', ""'"", 'A', 'witch', '!', ""'"", ']']"
352,352,"['[', ""'"", '[', 'bonk', ']', ""'"", ']']"
353,353,"['[', ""'"", 'A', 'witch', '!', ""'"", ',', ""'"", 'A', 'witch', '!', ""'"", ']']"
354,354,"['[', ""'MONKS"", ':', '[', 'chanting', ']', 'Pie', 'Iesu', 'domine', '...', ""'"", ']']"
355,355,"['[', ""'CROWD"", ':', 'A', 'witch', '!', ""'"", ']']"
356,356,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
357,357,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
358,358,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
359,359,"['[', '``', 'We', ""'ve"", 'found', 'a', 'witch', '!', ""''"", ']']"
360,360,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
361,361,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
362,362,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
363,363,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
364,364,"['[', '``', 'We', ""'ve"", 'got', 'a', 'witch', '!', ""''"", ']']"
365,365,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
366,366,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
367,367,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
368,368,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
369,369,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
370,370,"['[', '``', 'We', ""'ve"", 'found', 'a', 'witch', '!', ""''"", ']']"
371,371,"['[', '``', 'We', ""'ve"", 'found', 'a', 'witch', '!', ""''"", ']']"
372,372,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
373,373,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
374,374,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
375,375,"['[', ""'VILLAGER"", '#', '1', ':', 'We', 'have', 'found', 'a', 'witch', '.', ""'"", ']']"
376,376,"['[', ""'May"", 'we', 'burn', 'her', '?', ""'"", ']']"
377,377,"['[', ""'CROWD"", ':', 'Burn', 'her', '!', ""'"", ']']"
378,378,"['[', ""'Burn"", '!', ""'"", ']']"
379,379,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
380,380,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
381,381,"['[', ""'BEDEVERE"", ':', 'How', 'do', 'you', 'know', 'she', 'is', 'a', 'witch', '?', ""'"", ']']"
382,382,"['[', ""'VILLAGER"", '#', '2', ':', 'She', 'looks', 'like', 'one', '.', ""'"", ']']"
383,383,"['[', ""'CROWD"", ':', 'Right', '!', ""'"", ']']"
384,384,"['[', ""'Yeah"", '!', ""'"", ']']"
385,385,"['[', ""'Yeah"", '!', ""'"", ']']"
386,386,"['[', ""'BEDEVERE"", ':', 'Bring', 'her', 'forward', '.', ""'"", ']']"
387,387,"['[', '``', 'WITCH', ':', 'I', ""'m"", 'not', 'a', 'witch', '.', ""''"", ']']"
388,388,"['[', '``', 'I', ""'m"", 'not', 'a', 'witch', '.', ""''"", ']']"
389,389,"['[', ""'BEDEVERE"", ':', 'Uh', ',', 'but', 'you', 'are', 'dressed', 'as', 'one', '.', ""'"", ']']"
390,390,"['[', ""'WITCH"", ':', 'They', 'dressed', 'me', 'up', 'like', 'this', '.', ""'"", ']']"
391,391,"['[', '``', 'CROWD', ':', 'Augh', ',', 'we', 'did', ""n't"", '!', ""''"", ']']"
392,392,"['[', '``', 'We', 'did', ""n't"", '...', ""''"", ']']"
393,393,"['[', '``', 'WITCH', ':', 'And', 'this', 'is', ""n't"", 'my', 'nose', '.', ""''"", ']']"
394,394,"['[', '``', 'It', ""'s"", 'a', 'false', 'one', '.', ""''"", ']']"
395,395,"['[', ""'BEDEVERE"", ':', 'Well', '?', ""'"", ']']"
396,396,"['[', ""'VILLAGER"", '#', '1', ':', 'Well', ',', 'we', 'did', 'do', 'the', 'nose', '.', ""'"", ']']"
397,397,"['[', ""'BEDEVERE"", ':', 'The', 'nose', '?', ""'"", ']']"
398,398,"['[', ""'VILLAGER"", '#', '1', ':', 'And', 'the', 'hat', ',', 'but', 'she', 'is', 'a', 'witch', '!', ""'"", ']']"
399,399,"['[', ""'VILLAGER"", '#', '2', ':', 'Yeah', '!', ""'"", ']']"
400,400,"['[', ""'CROWD"", ':', 'We', 'burn', 'her', '!', ""'"", ']']"
401,401,"['[', ""'Right"", '!', ""'"", ']']"
402,402,"['[', ""'Yeaaah"", '!', ""'"", ']']"
403,403,"['[', ""'Yeaah"", '!', ""'"", ']']"
404,404,"['[', ""'BEDEVERE"", ':', 'Did', 'you', 'dress', 'her', 'up', 'like', 'this', '?', ""'"", ']']"
405,405,"['[', ""'VILLAGER"", '#', '1', ':', 'No', '!', ""'"", ']']"
406,406,"['[', ""'VILLAGER"", '#', '2', 'and', '3', ':', 'No', '.', ""'"", ',', ""'No"", '.', ""'"", ']']"
407,407,"['[', ""'VILLAGER"", '#', '2', ':', 'No', '.', ""'"", ']']"
408,408,"['[', ""'VILLAGER"", '#', '1', ':', 'No', '.', ""'"", ']']"
409,409,"['[', ""'VILLAGERS"", '#', '2', 'and', '#', '3', ':', 'No', '.', ""'"", ']']"
410,410,"['[', ""'VILLAGER"", '#', '1', ':', 'Yes', '.', ""'"", ']']"
411,411,"['[', ""'VILLAGER"", '#', '2', ':', 'Yes', '.', ""'"", ']']"
412,412,"['[', ""'VILLAGER"", '#', '1', ':', 'Yes', '.', ""'"", ']']"
413,413,"['[', ""'Yeah"", ',', 'a', 'bit', '.', ""'"", ']']"
414,414,"['[', ""'VILLAGER"", '#', '3', ':', 'A', 'bit', '.', ""'"", ']']"
415,415,"['[', ""'VILLAGERS"", '#', '1', 'and', '#', '2', ':', 'A', 'bit', '.', ""'"", ']']"
416,416,"['[', ""'VILLAGER"", '#', '3', ':', 'A', 'bit', '.', ""'"", ']']"
417,417,"['[', ""'VILLAGER"", '#', '1', ':', 'She', 'has', 'got', 'a', 'wart', '.', ""'"", ']']"
418,418,"['[', ""'RANDOM"", ':', '[', 'cough', ']', ""'"", ']']"
419,419,"['[', ""'BEDEVERE"", ':', 'What', 'makes', 'you', 'think', 'she', 'is', 'a', 'witch', '?', ""'"", ']']"
420,420,"['[', ""'VILLAGER"", '#', '3', ':', 'Well', ',', 'she', 'turned', 'me', 'into', 'a', 'newt', '.', ""'"", ']']"
421,421,"['[', ""'BEDEVERE"", ':', 'A', 'newt', '?', ""'"", ']']"
422,422,"['[', ""'VILLAGER"", '#', '3', ':', 'I', 'got', 'better', '.', ""'"", ']']"
423,423,"['[', ""'VILLAGER"", '#', '2', ':', 'Burn', 'her', 'anyway', '!', ""'"", ']']"
424,424,"['[', ""'VILLAGER"", '#', '1', ':', 'Burn', '!', ""'"", ']']"
425,425,"['[', ""'CROWD"", ':', 'Burn', 'her', '!', ""'"", ']']"
426,426,"['[', ""'Burn"", '!', ""'"", ']']"
427,427,"['[', ""'Burn"", 'her', '!', '...', ""'"", ']']"
428,428,"['[', ""'BEDEVERE"", ':', 'Quiet', '!', ""'"", ']']"
429,429,"['[', ""'Quiet"", '!', ""'"", ']']"
430,430,"['[', ""'Quiet"", '!', ""'"", ']']"
431,431,"['[', ""'Quiet"", '!', ""'"", ']']"
432,432,"['[', ""'There"", 'are', 'ways', 'of', 'telling', 'whether', 'she', 'is', 'a', 'witch', '.', ""'"", ']']"
433,433,"['[', ""'VILLAGER"", '#', '1', ':', 'Are', 'there', '?', ""'"", ']']"
434,434,"['[', ""'VILLAGER"", '#', '2', ':', 'Ah', '?', ""'"", ']']"
435,435,"['[', ""'VILLAGER"", '#', '1', ':', 'What', 'are', 'they', '?', ""'"", ']']"
436,436,"['[', ""'CROWD"", ':', 'Tell', 'us', '!', ""'"", ']']"
437,437,"['[', ""'Tell"", 'us', '!', '...', ""'"", ']']"
438,438,"['[', ""'VILLAGER"", '#', '2', ':', 'Do', 'they', 'hurt', '?', ""'"", ']']"
439,439,"['[', ""'BEDEVERE"", ':', 'Tell', 'me', '.', ""'"", ']']"
440,440,"['[', ""'What"", 'do', 'you', 'do', 'with', 'witches', '?', ""'"", ']']"
441,441,"['[', ""'VILLAGER"", '#', '2', ':', 'Burn', '!', ""'"", ']']"
442,442,"['[', ""'VILLAGER"", '#', '1', ':', 'Burn', '!', ""'"", ']']"
443,443,"['[', ""'CROWD"", ':', 'Burn', '!', ""'"", ']']"
444,444,"['[', ""'Burn"", 'them', 'up', '!', ""'"", ']']"
445,445,"['[', ""'Burn"", '!', '...', ""'"", ']']"
446,446,"['[', ""'BEDEVERE"", ':', 'And', 'what', 'do', 'you', 'burn', 'apart', 'from', 'witches', '?', ""'"", ']']"
447,447,"['[', ""'VILLAGER"", '#', '1', ':', 'More', 'witches', '!', ""'"", ']']"
448,448,"['[', ""'VILLAGER"", '#', '3', ':', 'Shh', '!', ""'"", ']']"
449,449,"['[', ""'VILLAGER"", '#', '2', ':', 'Wood', '!', ""'"", ']']"
450,450,"['[', ""'BEDEVERE"", ':', 'So', ',', 'why', 'do', 'witches', 'burn', '?', ""'"", ']']"
451,451,"['[', ""'"", '[', 'pause', ']', ""'"", ']']"
452,452,"['[', '``', 'VILLAGER', '#', '3', ':', 'B', '--', '...', ""'cause"", 'they', ""'re"", 'made', 'of', '...', 'wood', '?', ""''"", ']']"
453,453,"['[', ""'BEDEVERE"", ':', 'Good', '!', ""'"", ']']"
454,454,"['[', ""'Heh"", 'heh', '.', ""'"", ']']"
455,455,"['[', ""'CROWD"", ':', 'Oh', ',', 'yeah', ',', 'oh', '.', ""'"", ']']"
456,456,"['[', ""'BEDEVERE"", ':', 'So', ',', 'how', 'do', 'we', 'tell', 'whether', 'she', 'is', 'made', 'of', 'wood', '?', ""'"", ']']"
457,457,"['[', ""'VILLAGER"", '#', '1', ':', 'Build', 'a', 'bridge', 'out', 'of', 'her', '.', ""'"", ']']"
458,458,"['[', ""'BEDEVERE"", ':', 'Ah', ',', 'but', 'can', 'you', 'not', 'also', 'make', 'bridges', 'out', 'of', 'stone', '?', ""'"", ']']"
459,459,"['[', ""'VILLAGER"", '#', '1', ':', 'Oh', ',', 'yeah', '.', ""'"", ']']"
460,460,"['[', ""'RANDOM"", ':', 'Oh', ',', 'yeah', ',', 'true', '.', ""'"", ',', ""'Uhh"", '...', ""'"", ']']"
461,461,"['[', ""'BEDEVERE"", ':', 'Does', 'wood', 'sink', 'in', 'water', '?', ""'"", ']']"
462,462,"['[', ""'VILLAGER"", '#', '1', ':', 'No', '.', ""'"", ',', ""'No"", '.', ""'"", ']']"
463,463,"['[', ""'VILLAGER"", '#', '2', ':', 'No', ',', 'it', 'floats', '!', ""'"", ']']"
464,464,"['[', ""'It"", 'floats', '!', ""'"", ']']"
465,465,"['[', ""'VILLAGER"", '#', '1', ':', 'Throw', 'her', 'into', 'the', 'pond', '!', ""'"", ']']"
466,466,"['[', ""'CROWD"", ':', 'The', 'pond', '!', ""'"", ']']"
467,467,"['[', ""'Throw"", 'her', 'into', 'the', 'pond', '!', ""'"", ']']"
468,468,"['[', ""'BEDEVERE"", ':', 'What', 'also', 'floats', 'in', 'water', '?', ""'"", ']']"
469,469,"['[', ""'VILLAGER"", '#', '1', ':', 'Bread', '!', ""'"", ']']"
470,470,"['[', ""'VILLAGER"", '#', '2', ':', 'Apples', '!', ""'"", ']']"
471,471,"['[', ""'VILLAGER"", '#', '3', ':', 'Uh', ',', 'very', 'small', 'rocks', '!', ""'"", ']']"
472,472,"['[', ""'VILLAGER"", '#', '1', ':', 'Cider', '!', ""'"", ']']"
473,473,"['[', ""'VILLAGER"", '#', '2', ':', 'Uh', ',', 'gra', '--', 'gravy', '!', ""'"", ']']"
474,474,"['[', ""'VILLAGER"", '#', '1', ':', 'Cherries', '!', ""'"", ']']"
475,475,"['[', ""'VILLAGER"", '#', '2', ':', 'Mud', '!', ""'"", ']']"
476,476,"['[', ""'VILLAGER"", '#', '3', ':', 'Uh', ',', 'churches', '!', ""'"", ']']"
477,477,"['[', ""'Churches"", '!', ""'"", ']']"
478,478,"['[', ""'VILLAGER"", '#', '2', ':', 'Lead', '!', ""'"", ']']"
479,479,"['[', ""'Lead"", '!', ""'"", ']']"
480,480,"['[', ""'ARTHUR"", ':', 'A', 'duck', '!', ""'"", ']']"
481,481,"['[', ""'CROWD"", ':', 'Oooh', '.', ""'"", ']']"
482,482,"['[', ""'BEDEVERE"", ':', 'Exactly', '.', ""'"", ']']"
483,483,"['[', ""'So"", ',', 'logically', '...', ""'"", ']']"
484,484,"['[', '``', 'VILLAGER', '#', '1', ':', 'If', '...', 'she', '...', 'weighs', '...', 'the', 'same', 'as', 'a', 'duck', ',', '...', 'she', ""'s"", 'made', 'of', 'wood', '.', ""''"", ']']"
485,485,"['[', ""'BEDEVERE"", ':', 'And', 'therefore', '?', ""'"", ']']"
486,486,"['[', ""'VILLAGER"", '#', '2', ':', 'A', 'witch', '!', ""'"", ']']"
487,487,"['[', ""'VILLAGER"", '#', '1', ':', 'A', 'witch', '!', ""'"", ']']"
488,488,"['[', ""'CROWD"", ':', 'A', 'witch', '!', ""'"", ']']"
489,489,"['[', ""'"", 'A', 'witch', '!', '...', ""'"", ']']"
490,490,"['[', ""'VILLAGER"", '#', '4', ':', 'Here', 'is', 'a', 'duck', '.', ""'"", ']']"
491,491,"['[', ""'Use"", 'this', 'duck', '.', ""'"", ']']"
492,492,"['[', ""'"", '[', 'quack', 'quack', 'quack', ']', ""'"", ']']"
493,493,"['[', ""'BEDEVERE"", ':', 'Very', 'good', '.', ""'"", ',', ""'We"", 'shall', 'use', 'my', 'largest', 'scales', '.', ""'"", ']']"
494,494,"['[', ""'CROWD"", ':', 'Ohh', '!', ""'"", ',', ""'Ohh"", '!', ""'"", ']']"
495,495,"['[', ""'Burn"", 'the', 'witch', '!', ""'"", ']']"
496,496,"['[', ""'Burn"", 'the', 'witch', '!', ""'"", ']']"
497,497,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
498,498,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
499,499,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
500,500,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
501,501,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
502,502,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
503,503,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
504,504,"['[', ""'Ahh"", '!', ""'"", ']']"
505,505,"['[', ""'Ahh"", '...', ""'"", ']']"
506,506,"['[', ""'BEDEVERE"", ':', 'Right', '.', ""'"", ',', ""'Remove"", 'the', 'supports', '!', ""'"", ']']"
507,507,"['[', ""'"", '[', 'whop', ']', ""'"", ']']"
508,508,"['[', ""'"", '[', 'clunk', ']', ""'"", ']']"
509,509,"['[', ""'"", '[', 'creak', ']', ""'"", ']']"
510,510,"['[', ""'CROWD"", ':', 'A', 'witch', '!', ""'"", ']']"
511,511,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
512,512,"['[', ""'"", 'A', 'witch', '!', ""'"", ']']"
513,513,"['[', '``', 'WITCH', ':', 'It', ""'s"", 'a', 'fair', 'cop', '.', ""''"", ']']"
514,514,"['[', ""'VILLAGER"", '#', '3', ':', 'Burn', 'her', '!', ""'"", ']']"
515,515,"['[', ""'CROWD"", ':', 'Burn', 'her', '!', ""'"", ']']"
516,516,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
517,517,"['[', ""'Burn"", 'her', '!', ""'"", ']']"
518,518,"['[', ""'Burn"", '!', ""'"", ']']"
519,519,"['[', ""'Burn"", '!', '...', ""'"", ']']"
